Narrative,Fakes,Disinfo_cases_en,Date,Countries,Media,Link
Maidan in 2014 was a coup d'état,Maidan in 2014 was a coup d'état,"The coup d'état in Kyiv took place on February 21, 2014, with the tragic events in Maidan Square.",21/02/2018,Italy,glindifferenti,https://glindifferenti.it/kiev-quattro-anni-golpe-euromaidan/366/
The West controls Ukraine and uses it to its advantage,Ukraine is a puppet of the West in its global game,"The more realistic variant, however, is a neoliberal, global, American project of more or less solid nationalism.",25/02/2018,Germany,RT.DE,https://de.rt.com/europa/65679-ex-maidan-aktivistin-biltchenko-im-rt-gespraech-maidan-war-ein-fehler/
Russians are discriminated in Ukraine,There is a discrimination of Russians in Ukraine,The Russian population of Ukraine has suffered unprecedented discrimination and has been the victim of inhuman massacres.,26/02/2018,Italy,Glindifferenti,https://glindifferenti.it/la-crisi-ucraina-storia-un-fratricidio-seconda-parte/383/
The West controls Ukraine and uses it to its advantage,The West uses Ukraine in its actions against Russia,"The goal was not Ukraine, but Russia. They wanted to draw Russia into this conflict.",28/04/2018,Germany,RT.DE,https://de.rt.com/international/69131-kiewer-gericht-fuerchtet-unbequeme-zeugen-zum-machtwechsel/
Russia is not an agressor towards Ukraine,"Conflict in Eastern Ukraine is solely internal, i.e, a civil war","From the beginning, it was the goal of some ""curators"" to ignite a civil war in Ukraine.",28/04/2018,Germany,RT.DE,https://de.rt.com/international/69131-kiewer-gericht-fuerchtet-unbequeme-zeugen-zum-machtwechsel/
Russia is not an agressor towards Ukraine,Russia did not occupy Crimea. It was a reunification,"Ukraine's narrative in recent years has been that Moscow cannot be believed, whether it's about the horrific MH17 disaster, Crimea's rejoining with Russia, or alleged interference in foreign elections.",1/6/2018,Germany,RT.DE,https://de.rt.com/meinung/70764-tod-und-auferstehung-in-kiew/
Nazis and ultra-nationalists in Ukraine,The West ignores the Nazi problem in Ukraine,"At the latest since this point in time, the modern Nazis have become socially acceptable again in Europe and the Anglo-Saxon countries. ",4/7/2018,Germany,RT.DE,https://de.rt.com/europa/72401-wenn-neonazi-zum-willkommenen-gast-wird/
Nazis and ultra-nationalists in Ukraine,Nazis/right-wing nationalist government took power after the coup d'état in Kyiv,"Donbass, comrades communist collective Genoa City Strike: Nazi-fascist government in Kiev",10/7/2018,Italy,ligurianotizie.it,https://www.ligurianotizie.it/donbass-compagni-collettivo-comunista-genova-city-strike-a-kiev-governo-nazifascista/2018/10/07/312362/
Russians are discriminated in Ukraine,There is a discrimination of Russians in Ukraine,"In Ukraine, people are a little more relaxed about certain feelings when it comes to portraying sinister, barbaric and bestial Russians. Often in Ukraine, Russians are depicted as animals.",20/07/2018,Germany,RT.DE,https://de.rt.com/international/74659-russenpeitsche-byzantinische-finsternis-russische-seele-teil-1/
Maidan in 2014 was a coup d'état,Maidan in 2014 was a coup d'état,"Since the coup and the reorientation of the Yatsenyuk and Poroshenko governments towards the EU, the need for help has skyrocketed.",21/07/2018,Germany,RT.DE,https://de.rt.com/europa/73317-fass-ohne-boden-was-hat-die-ukraine-bis-jetzt-gekostet/
Maidan in 2014 was a coup d'état,Maidan in 2014 was a coup d'état,The country has been financially dependent on the EU and the US since the Maidan coup in 2014.,21/07/2018,Germany,RT.DE,https://de.rt.com/wirtschaft/73312-brusseler-strafzolle-auch-fur-ukrainische-metalleinfuhren/
Nazis and ultra-nationalists in Ukraine,Neo-fascist/neo-Nazi forces participated in the coup d'état in 2014,Later Maidan turned into a battleground between the police forces and Ukrainian ultranationalists.,15/09/2018,Italy,SNA.IT,https://it.sputniknews.com/20180915/Euromaidan-uccisioni-violenza-Ucraina-golpe-aggressione-magistratura-giustizia-Kiev-Berkut-Yanukovych-giudice-intimidazione-6499091.html
Schismatic Ukrainian Church,The Ukrainian Church supports war and nationalist rhetoric,Support for the military operation in the east of the country and nationalist rhetoric from its highest priests made the Ukrainian Church of the Kyiv Patriarchate a de facto state church of the post-Maidan coup government. ,15/09/2018,Germany,RT.DE,https://de.rt.com/europa/76061-orthodoxie-ist-kurz-vor-spaltung-patriarch-bartholomeos-will-kiew-autokephalie-gew%C3%A4hren/
Russia is not involved in MH17 crash; Ukraine shot down the plane ,Russia is not involved in MH17 crash; Ukraine shot down the plane ,The Russian Defense Ministry has identified the missile that shot down flight MH17 in Ukraine in 2014.,17/09/2018,Germany,RT.DE,https://de.rt.com/international/76154-russisches-verteidigugnsministerium-identifiziert-buk-rakete/
Russia is not involved in MH17 crash; Ukraine shot down the plane ,Russia is not involved in MH17 crash; Ukraine shot down the plane ,Russia provides evidence: Flight MH17 was shot down by a Ukrainian missile ,19/09/2018,Germany,RT.DE,https://de.rt.com/international/76303-russland-liefert-belege-flug-mh17-wurde-mit-ukrainischer-rakete-abgeschossen/
Russia is not involved in MH17 crash; Ukraine shot down the plane ,Russia is not involved in MH17 crash; Ukraine shot down the plane ,"Bellingcat had also presented a number of its own ""investigations"" on the MH17 case , which have so far been largely refuted .",26/09/2018,Germany,RT.DE,https://de.rt.com/international/76655-neue-details-im-britischen-agententhriller-bilderbuch-agenten-identitaet/
Schismatic Ukrainian Church,Schismatic Ukrainian Church,"For his part, Filaret, the Ukrainian ecclesiastical leader of Kiev, a former KGB agent who was appointed ex post following the fall of the Soviet Union, created a sect, the ""Ukrainian Autocephalous Orthodox Church"" (non-canonical). ",4/10/2018,Italy,Controinformazione,https://www.controinformazione.info/washington-dirige-una-attacco-contro-la-chiesa-ortodossa/
Russia is not an agressor towards Ukraine,"Conflict in Eastern Ukraine is solely internal, i.e, a civil war","In Ukraine already torn apart by a civil war in the eastern regions of the country that has lasted for over four years, the real risk of a religious war is now looming on the horizon.",15/10/2018,Italy,Vita,http://www.vita.it/it/article/2018/10/15/quella-guerra-di-religione-che-si-profila-in-ucraina/149388/
Schismatic Ukrainian Church,Schismatic Ukrainian Church,"What was feared in the Orthodox world has happened: the Patriarchate of Constantinople recognized the schismatic structures of Ukraine as legitimate on the basis of their territorial claims . Despite the declarations of the Russian Orthodox Church on the violation of ecclesiastical canons, Patriarch Bartholomew of Constantinople has not backed away from his positions, intending to go all the way in the creation of an ""independent Ukrainian Church"", without taking into account the consequences for millions of faithful.",15/10/2018,Italy,Vita,http://www.vita.it/it/article/2018/10/15/quella-guerra-di-religione-che-si-profila-in-ucraina/149388/
Russians are discriminated in Ukraine,There is an oppression of Russian language in Ukraine,"The press suffered the most from this bill. While television and radio in Ukraine are almost completely ""Ukrainized"", newspapers have mostly remained Russian-language: the audience in predominantly Russian-speaking Ukrainian cities reads only in their native language, regardless of how much the readers were instilled with ""hidnost"" (dignity) and anti-Russian behavior (one of the many paradoxes of today's Ukraine).",22/10/2018,Italy,SNA.IT,https://it.sputniknews.com/20181022/multe-chi-parla-russo-Ucraina-6661417.html
Schismatic Ukrainian Church,Poroshenko has made division among churches in Ukraine,Poroshenko intends to obtain from Constantinople the conferral of autocephaly to the non-canonical structure (according to the Moscow Patriarchate) of the Ukrainian church (Kiev patriarchate).,8/11/2018,Italy,comedonchisciotte.org,https://comedonchisciotte.org/mosca-costantinopoli-scisma-nella-chiesa-ortodossa-lopinione-di-aleksandr-dugin/
Russia is not an agressor towards Ukraine,"Conflict in Eastern Ukraine is solely internal, i.e, a civil war","The US isn't paying, they're supplying arms to Ukraine to keep the civil war going,",13/11/2018,Germany,Antispiegel,https://www.anti-spiegel.ru/2018/nord-stream-2-usa-drohen-europa-mit-sanktionen-wer-solche-freunde-hat-braucht-keine-feinde-mehr/
Maidan in 2014 was a coup d'état,Nazi coup d'état,The coup in Kyiv has left a shattered country in which right-wing extremist ideas are rampant.,16/11/2018,Germany,RT.DE,https://de.rt.com/europa/79418-ukraine-rechtsextremisten-organisieren-ausbildungslager-kinder/
Nazis and ultra-nationalists in Ukraine,Nazi ideology is widespread in Ukraine,"In Ukraine, right-wing extremist groups organize camps for children in which political content is taught and military behaviour is trained.",16/11/2018,Germany,RT.DE,https://de.rt.com/europa/79418-ukraine-rechtsextremisten-organisieren-ausbildungslager-kinder/
Schismatic Ukrainian Church,Schismatic Ukrainian Church,"Last month the world Orthodox Christian communion was undermined by the decision of the ecumenical patriarch Bartholomew I of Constantinople to recognize as legitimate the schismatic pseudo-bishops subjected to anathema and excommunication by the canonical Ukrainian Orthodox Church, which is an autonomous part of the Orthodox Church Russian.",19/11/2018,Italy,Controinformazione,https://www.controinformazione.info/fonte-il-dipartimento-di-stato-usa-ha-pagato-una-tangente-da-25-mil-al-patriarca-di-costantinopoli-per-fomentare-il-caos-religioso-in-ucraina/
Maidan in 2014 was a coup d'état,Nazi coup d'état," In addition, right-wing extremist forces were clearly involved in the military aspects of the coup.",24/11/2018,Germany,RT.DE,https://de.rt.com/meinung/79863-maidan-jubilaeum-asyldebatte-finanzabzocke/
Nazis and ultra-nationalists in Ukraine,Neo-fascist/neo-Nazi forces participated in the coup d'état in 2014,"In addition, right-wing extremist forces were clearly involved in the military aspects of the coup.",24/11/2018,Germany,RT.DE,https://de.rt.com/meinung/79863-maidan-jubilaeum-asyldebatte-finanzabzocke/
Ukraine is a failed state,Ukraine's economy and political institutions barely function,"A rampant corruption. An economy inexorably stalled. A democracy transformed from promise into fiction. And over ten thousand lives cut short by the Donbass clashes. Five years after the so-called revolution, Ukraine's budget is all there.",27/11/2018,Italy,SNA.IT,https://it.sputniknews.com/20181127/alleanza-insostenibile-ue-ucraina-6855626.html
Nazis and ultra-nationalists in Ukraine,Nazi ideology is widespread in Ukraine,"Not so much and not just that in government in Hungary and Poland - veiled in nationalism and chauvinism that the European Community democratic institutions are tolerating inert and accommodating - but above all that which no one talks about anymore, except to cloak it with a halo of martyr to Russian provocations, that is, Ukrainian Nazism.",28/11/2018,Italy,periodicodaily.com,https://www.periodicodaily.com/ucraina-ombre-nere-in-piazza-maidan/
 Russia needs to protect itself,Ukrainian authorities are preparing the next provocation against Russia,"Ukrainian authorities are preparing the next provocation against Russia. Kyiv tries to convince the US of the need to deploy a base on its territory, two sources within the country's organs of power communicate to Izvestia.",28/11/2018,Italy,SNA.IT,https://it.sputniknews.com/20181128/Kiev-schierare-chiede-base-militare-usa-ucraina-6860784.html
The West controls Ukraine and uses it to its advantage,The West controls the authorities in Ukraine,"Poroshenko, the useful idiot of Westerners",6/12/2018,Italy,Imola Oggi,https://www.imolaoggi.it/2018/12/06/ucraina-poroshenko-lutile-idiota-degli-occidentali/
